id_incidente,fecha_hora_reporte,fecha_hora_resolucion,tipo_incidente,ubicacion,pais,nivel_gravedad,tiempo_respuesta_minutos,estado,dispositivo_asociado,cliente_tipo
INC-00440,2024-09-21 19:46:09,2024-09-21 22:02:09,alarma,Madrid,España,medio,82.0,cerrado,alarma,empresa
INC-00441,2024-09-22 04:47:49,2024-09-22 06:07:49,robo,Buenos Aires,Argentina,bajo,77.0,cerrado,cámara,empresa
INC-00442,2024-09-22 11:07:03,,alarma,Ciudad de México,México,alto,14.0,en proceso,alarma,empresa
INC-00443,2024-09-22 19:22:59,,fallo técnico,Fortaleza,Brasil,medio,,abierto,sensor,particular
INC-00444,2024-09-24 16:06:35,2024-09-24 16:37:35,robo,Buenos Aires,Argentina,crítico,19.0,cerrado,sistema,empresa
INC-00445,2024-09-25 14:58:15,2024-09-25 15:33:15,fallo técnico,São Paulo,Brasil,alto,23.0,cerrado,sistema,particular
INC-00446,2024-09-28 02:31:59,2024-09-28 03:34:59,otros,Valencia,España,alto,23.0,cerrado,sistema,empresa
INC-00447,2024-09-28 05:13:11,,alarma,Barcelona,España,bajo,68.0,en proceso,alarma,particular
INC-00448,2024-09-28 18:26:39,2024-09-28 20:19:39,sabotaje,Madrid,España,bajo,63.0,cerrado,sensor,particular
INC-00449,2024-09-28 19:27:22,2024-09-28 20:53:22,alarma,São Paulo,Brasil,medio,82.0,cerrado,alarma,particular
INC-00450,2024-09-28 22:04:22,,intrusión,Ciudad de México,México,bajo,54.0,en proceso,alarma,empresa
INC-00451,2024-09-28 23:35:34,2024-09-29 00:30:34,alarma,Antofagasta,Chile,crítico,13.0,cerrado,alarma,empresa
INC-00452,2024-09-29 15:24:08,2024-09-29 17:24:08,alarma,Rosario,Argentina,bajo,90.0,cerrado,alarma,empresa
INC-00453,2024-10-02 14:35:26,,alarma,Barcelona,España,medio,38.0,en proceso,sensor,empresa
INC-00454,2024-10-03 02:11:27,2024-10-03 03:23:27,intrusión,Fortaleza,Brasil,alto,43.0,cerrado,alarma,particular
INC-00455,2024-10-04 22:51:18,2024-10-04 23:51:18,alarma,Buenos Aires,Argentina,alto,22.0,cerrado,sensor,empresa
INC-00456,2024-10-05 15:12:20,2024-10-05 16:59:20,otros,Madrid,España,medio,63.0,cerrado,sensor,particular
INC-00457,2024-10-05 15:56:15,,alarma,Madrid,España,medio,29.0,en proceso,sistema,particular
INC-00458,2024-10-06 00:24:21,2024-10-06 01:41:21,alarma,Madrid,España,alto,40.0,cerrado,cámara,empresa
INC-00459,2024-10-06 08:07:00,2024-10-06 09:31:00,alarma,São Paulo,Brasil,alto,48.0,cerrado,alarma,empresa
INC-00460,2024-10-06 08:50:51,2024-10-06 10:05:51,alarma,Madrid,España,medio,54.0,cerrado,alarma,empresa
INC-00461,2024-10-06 15:30:15,2024-10-06 17:20:15,alarma,Monterrey,México,medio,71.0,cerrado,alarma,particular
INC-00462,2024-10-06 21:37:13,2024-10-07 01:04:13,robo,Buenos Aires,Argentina,bajo,188.0,cerrado,sistema,empresa
INC-00463,2024-10-07 01:35:18,2024-10-07 03:42:18,intrusión,Barcelona,España,bajo,101.0,cerrado,sistema,particular
INC-00464,2024-10-07 06:06:08,2024-10-07 06:54:08,fallo técnico,Rosario,Argentina,alto,27.0,cerrado,alarma,empresa
INC-00465,2024-10-07 11:16:05,2024-10-07 11:56:05,robo,Buenos Aires,Argentina,alto,30.0,cerrado,sensor,empresa
INC-00466,2024-10-08 09:10:49,2024-10-08 10:52:49,intrusión,Barcelona,España,bajo,96.0,cerrado,alarma,empresa
INC-00467,2024-10-08 18:56:47,2024-10-08 22:09:47,alarma,Puebla,México,bajo,164.0,cerrado,sistema,particular
INC-00468,2024-10-10 22:57:41,2024-10-11 00:45:41,alarma,Guadalajara,México,alto,52.0,cerrado,alarma,particular
INC-00469,2024-10-11 02:34:54,2024-10-11 04:06:54,robo,Guadalajara,México,alto,42.0,cerrado,cámara,particular
INC-00470,2024-10-11 18:27:40,2024-10-11 20:20:40,alarma,São Paulo,Brasil,medio,55.0,cerrado,sensor,empresa
INC-00471,2024-10-12 02:28:51,2024-10-12 04:01:51,robo,Cartagena,Colombia,medio,91.0,cerrado,cámara,particular
INC-00472,2024-10-12 06:34:08,2024-10-12 08:00:08,alarma,Bogotá,Colombia,medio,55.0,cerrado,alarma,empresa
INC-00473,2024-10-12 07:19:49,,otros,Barcelona,España,bajo,39.0,en proceso,alarma,empresa
INC-00474,2024-10-12 13:54:35,,alarma,Tijuana,México,bajo,28.0,en proceso,sensor,empresa
INC-00475,2024-10-13 02:33:56,,fallo técnico,São Paulo,Brasil,bajo,,abierto,sistema,particular
INC-00476,2024-10-13 10:57:25,,sabotaje,Santiago,Chile,bajo,,abierto,alarma,empresa
INC-00477,2024-10-13 11:13:28,2024-10-13 12:06:28,robo,São Paulo,Brasil,alto,39.0,cerrado,sensor,empresa
INC-00478,2024-10-17 05:47:32,2024-10-17 08:18:32,alarma,Valencia,España,bajo,107.0,cerrado,alarma,empresa
INC-00479,2024-10-18 05:17:28,2024-10-18 05:42:28,robo,Rosario,Argentina,alto,11.0,cerrado,cámara,particular
INC-00480,2024-10-19 03:27:08,,sabotaje,Madrid,España,alto,14.0,en proceso,cámara,empresa
INC-00481,2024-10-19 08:49:05,2024-10-19 10:45:05,alarma,Buenos Aires,Argentina,bajo,103.0,cerrado,alarma,particular
INC-00482,2024-10-19 13:18:39,,alarma,Buenos Aires,Argentina,alto,13.0,en proceso,sensor,empresa
INC-00483,2024-10-19 15:12:07,2024-10-19 17:30:07,fallo técnico,Valencia,España,bajo,91.0,cerrado,sistema,empresa
INC-00484,2024-10-21 22:51:07,2024-10-21 23:57:07,robo,Brasília,Brasil,alto,17.0,cerrado,cámara,empresa
INC-00485,2024-10-24 16:32:05,,intrusión,Córdoba,Argentina,bajo,,abierto,sistema,empresa
INC-00486,2024-10-25 10:59:51,2024-10-25 13:26:51,fallo técnico,Santiago,Chile,medio,87.0,cerrado,sistema,empresa
INC-00487,2024-10-26 11:51:43,2024-10-26 15:31:43,alarma,Salvador,Brasil,bajo,168.0,cerrado,alarma,particular
INC-00488,2024-10-29 17:02:22,2024-10-29 17:43:22,robo,Ciudad de México,México,crítico,20.0,cerrado,cámara,empresa
INC-00489,2024-10-29 17:31:58,,intrusión,Bilbao,España,bajo,,abierto,sistema,particular
INC-00490,2024-10-30 01:06:52,2024-10-30 02:42:52,fallo técnico,Rio de Janeiro,Brasil,alto,45.0,cerrado,sistema,empresa
INC-00491,2024-10-30 05:19:00,2024-10-30 08:38:00,intrusión,Valencia,España,bajo,152.0,cerrado,alarma,empresa
INC-00492,2024-11-01 01:55:42,2024-11-01 03:30:42,robo,Ciudad de México,México,medio,71.0,cerrado,cámara,empresa
INC-00493,2024-11-01 16:48:15,2024-11-01 18:29:15,robo,Madrid,España,bajo,88.0,cerrado,cámara,empresa
INC-00494,2024-11-02 03:40:44,2024-11-02 04:16:44,fallo técnico,Bogotá,Colombia,crítico,11.0,cerrado,sistema,empresa
INC-00495,2024-11-02 16:53:32,2024-11-02 17:49:32,robo,Barcelona,España,medio,45.0,cerrado,cámara,empresa
INC-00496,2024-11-02 21:19:58,2024-11-02 22:58:58,alarma,Salvador,Brasil,alto,47.0,cerrado,alarma,particular
INC-00497,2024-11-02 21:20:35,2024-11-02 23:56:35,alarma,Madrid,España,bajo,156.0,cerrado,alarma,empresa
INC-00498,2024-11-02 22:36:43,2024-11-02 23:59:43,fallo técnico,Buenos Aires,Argentina,bajo,60.0,cerrado,sistema,empresa
INC-00499,2024-11-03 17:30:15,,robo,Rosario,Argentina,alto,5.0,en proceso,sensor,particular
INC-00500,2024-11-03 18:03:25,2024-11-03 18:36:25,robo,Salvador,Brasil,crítico,11.0,cerrado,cámara,empresa
INC-00501,2024-11-03 21:26:20,,alarma,Córdoba,Argentina,medio,20.0,en proceso,sensor,empresa
INC-00502,2024-11-03 22:07:01,2024-11-03 23:24:01,alarma,Antofagasta,Chile,medio,70.0,cerrado,alarma,empresa
INC-00503,2024-11-04 04:04:10,,alarma,Brasília,Brasil,medio,36.0,en proceso,alarma,empresa
INC-00504,2024-11-05 07:13:54,2024-11-05 09:00:54,intrusión,Tijuana,México,medio,79.0,cerrado,alarma,empresa
INC-00505,2024-11-05 09:11:07,2024-11-05 11:19:07,robo,Barcelona,España,medio,116.0,cerrado,cámara,empresa
INC-00506,2024-11-05 16:17:51,2024-11-05 18:21:51,alarma,Madrid,España,bajo,84.0,cerrado,alarma,empresa
INC-00507,2024-11-07 06:33:06,2024-11-07 08:31:06,fallo técnico,Ciudad de México,México,medio,81.0,cerrado,cámara,empresa
INC-00508,2024-11-07 07:07:35,2024-11-07 09:14:35,intrusión,Brasília,Brasil,medio,69.0,cerrado,cámara,empresa
INC-00509,2024-11-08 11:39:52,,intrusión,São Paulo,Brasil,crítico,,abierto,cámara,empresa
INC-00510,2024-11-08 14:54:36,2024-11-08 16:29:36,alarma,São Paulo,Brasil,alto,47.0,cerrado,alarma,particular
INC-00511,2024-11-08 23:57:46,2024-11-09 00:27:46,alarma,Barcelona,España,crítico,7.0,cerrado,sensor,empresa
INC-00512,2024-11-09 08:14:30,2024-11-09 09:21:30,fallo técnico,Medellín,Colombia,medio,65.0,cerrado,sensor,particular
INC-00513,2024-11-09 11:30:35,2024-11-09 12:39:35,alarma,Córdoba,Argentina,medio,68.0,cerrado,sensor,particular
INC-00514,2024-11-09 22:27:10,2024-11-09 23:54:10,otros,Barcelona,España,medio,75.0,cerrado,cámara,empresa
INC-00515,2024-11-10 07:56:36,2024-11-10 08:54:36,robo,Buenos Aires,Argentina,alto,46.0,cerrado,sensor,empresa
INC-00516,2024-11-10 10:23:16,,fallo técnico,Rosario,Argentina,medio,,abierto,sistema,particular
INC-00517,2024-11-10 16:15:26,2024-11-10 19:11:26,alarma,Madrid,España,bajo,158.0,cerrado,alarma,empresa
INC-00518,2024-11-11 12:38:03,2024-11-11 13:27:03,robo,Córdoba,Argentina,alto,38.0,cerrado,cámara,particular
INC-00519,2024-11-11 16:56:31,2024-11-11 20:45:31,robo,Antofagasta,Chile,bajo,215.0,cerrado,sensor,empresa
INC-00520,2024-11-16 12:16:39,2024-11-16 13:53:39,otros,Rio de Janeiro,Brasil,alto,41.0,cerrado,sensor,particular
INC-00521,2024-11-16 18:47:24,2024-11-16 20:58:24,robo,Ciudad de México,México,bajo,115.0,cerrado,alarma,empresa
INC-00522,2024-11-16 19:25:37,,sabotaje,Buenos Aires,Argentina,medio,,abierto,sistema,particular
INC-00523,2024-11-17 07:07:01,2024-11-17 08:27:01,fallo técnico,Rosario,Argentina,medio,34.0,cerrado,sistema,particular
INC-00524,2024-11-17 16:07:24,2024-11-17 19:17:24,otros,Rio de Janeiro,Brasil,bajo,179.0,cerrado,alarma,empresa
INC-00525,2024-11-17 17:40:13,,robo,Brasília,Brasil,medio,18.0,en proceso,alarma,empresa
INC-00526,2024-11-18 06:37:09,,robo,Barcelona,España,bajo,58.0,en proceso,cámara,empresa
INC-00527,2024-11-18 15:25:56,,alarma,Ciudad de México,México,medio,,abierto,sensor,empresa
INC-00528,2024-11-18 22:52:17,,fallo técnico,Bogotá,Colombia,bajo,,abierto,sensor,empresa
INC-00529,2024-11-19 17:48:44,2024-11-19 18:14:44,fallo técnico,Zaragoza,España,alto,15.0,cerrado,sensor,empresa
INC-00530,2024-11-19 21:07:34,,alarma,Medellín,Colombia,crítico,7.0,en proceso,alarma,empresa
INC-00531,2024-11-20 18:26:23,2024-11-20 19:44:23,robo,Valencia,España,medio,67.0,cerrado,cámara,empresa
INC-00532,2024-11-21 17:46:07,,intrusión,Buenos Aires,Argentina,bajo,,abierto,cámara,particular
INC-00533,2024-11-22 03:17:28,,fallo técnico,Rio de Janeiro,Brasil,crítico,15.0,en proceso,cámara,empresa
INC-00534,2024-11-23 02:36:23,2024-11-23 04:32:23,intrusión,Barcelona,España,medio,58.0,cerrado,cámara,particular
INC-00535,2024-11-23 22:04:35,2024-11-23 23:18:35,alarma,Ciudad de México,México,medio,68.0,cerrado,alarma,particular
INC-00536,2024-11-24 04:42:33,2024-11-24 05:40:33,robo,Córdoba,Argentina,medio,57.0,cerrado,sistema,empresa
INC-00537,2024-11-24 08:32:43,2024-11-24 12:09:43,fallo técnico,Buenos Aires,Argentina,bajo,164.0,cerrado,sistema,particular
INC-00538,2024-11-24 10:42:18,2024-11-24 12:06:18,alarma,Buenos Aires,Argentina,medio,41.0,cerrado,sensor,empresa
INC-00539,2024-11-24 13:38:41,,fallo técnico,São Paulo,Brasil,alto,,abierto,alarma,particular
INC-00540,2024-11-24 20:01:49,2024-11-24 20:49:49,fallo técnico,Brasília,Brasil,alto,40.0,cerrado,sistema,empresa
INC-00541,2024-11-25 16:42:04,,alarma,Córdoba,Argentina,medio,41.0,en proceso,sensor,empresa
INC-00542,2024-11-26 05:46:27,2024-11-26 07:49:27,robo,Fortaleza,Brasil,bajo,73.0,cerrado,sensor,empresa
INC-00543,2024-11-26 23:02:47,2024-11-27 00:23:47,fallo técnico,Buenos Aires,Argentina,crítico,25.0,cerrado,sensor,particular
INC-00544,2024-11-27 02:17:49,2024-11-27 03:01:49,fallo técnico,Ciudad de México,México,alto,37.0,cerrado,sistema,empresa
INC-00545,2024-11-27 02:29:53,2024-11-27 03:40:53,alarma,Madrid,España,medio,50.0,cerrado,alarma,empresa
INC-00546,2024-11-27 03:03:12,,robo,Barcelona,España,bajo,90.0,en proceso,cámara,particular
INC-00547,2024-11-27 12:55:32,2024-11-27 13:47:32,robo,Rio de Janeiro,Brasil,alto,33.0,cerrado,sensor,empresa
INC-00548,2024-11-27 16:40:53,2024-11-27 17:34:53,fallo técnico,Rio de Janeiro,Brasil,crítico,25.0,cerrado,sistema,empresa
INC-00549,2024-11-28 06:22:51,2024-11-28 06:55:51,sabotaje,Madrid,España,crítico,18.0,cerrado,cámara,empresa
INC-00550,2024-11-28 08:37:07,2024-11-28 09:48:07,fallo técnico,Sevilla,España,alto,48.0,cerrado,sistema,empresa
INC-00551,2024-11-29 07:47:26,2024-11-29 09:41:26,otros,Fortaleza,Brasil,medio,63.0,cerrado,sistema,particular
INC-00552,2024-11-29 19:42:39,,robo,Brasília,Brasil,medio,35.0,en proceso,cámara,empresa
INC-00553,2024-11-29 22:03:19,2024-11-30 00:07:19,alarma,Brasília,Brasil,bajo,114.0,cerrado,cámara,empresa
INC-00554,2024-11-30 08:14:04,,alarma,Tijuana,México,alto,26.0,en proceso,sistema,empresa
INC-00555,2024-11-30 08:50:28,,alarma,Barcelona,España,bajo,74.0,en proceso,alarma,particular
INC-00556,2024-12-01 03:52:33,2024-12-01 06:49:33,sabotaje,Concepción,Chile,bajo,138.0,cerrado,sistema,particular
INC-00557,2024-12-02 02:49:17,,alarma,Rio de Janeiro,Brasil,medio,45.0,en proceso,alarma,particular
INC-00558,2024-12-03 21:24:18,2024-12-03 22:40:18,fallo técnico,Monterrey,México,crítico,20.0,cerrado,sistema,empresa
INC-00559,2024-12-04 14:41:16,2024-12-04 17:07:16,intrusión,Monterrey,México,bajo,101.0,cerrado,cámara,empresa
INC-00560,2024-12-05 11:27:56,2024-12-05 12:27:56,intrusión,Buenos Aires,Argentina,alto,56.0,cerrado,cámara,particular
INC-00561,2024-12-06 11:34:21,2024-12-06 12:21:21,alarma,Rio de Janeiro,Brasil,alto,40.0,cerrado,alarma,empresa
INC-00562,2024-12-07 12:03:40,,fallo técnico,Mendoza,Argentina,alto,17.0,en proceso,sistema,particular
INC-00563,2024-12-07 20:13:00,,robo,Medellín,Colombia,medio,64.0,en proceso,cámara,particular
INC-00564,2024-12-07 21:09:58,2024-12-07 22:49:58,alarma,Madrid,España,medio,50.0,cerrado,alarma,empresa
INC-00565,2024-12-08 13:26:59,2024-12-08 13:57:59,alarma,Rio de Janeiro,Brasil,crítico,19.0,cerrado,alarma,empresa
INC-00566,2024-12-09 03:16:41,,fallo técnico,Buenos Aires,Argentina,alto,11.0,en proceso,sistema,empresa
INC-00567,2024-12-09 07:43:19,2024-12-09 08:41:19,alarma,Buenos Aires,Argentina,alto,34.0,cerrado,alarma,empresa
INC-00568,2024-12-09 18:48:24,2024-12-09 21:22:24,sabotaje,Buenos Aires,Argentina,bajo,110.0,cerrado,cámara,empresa
INC-00569,2024-12-09 21:24:54,,sabotaje,Monterrey,México,bajo,,abierto,sensor,particular
INC-00570,2024-12-14 01:16:55,2024-12-14 02:58:55,robo,São Paulo,Brasil,medio,79.0,cerrado,alarma,empresa
INC-00571,2024-12-14 06:48:21,,robo,Bogotá,Colombia,bajo,,abierto,sensor,empresa
INC-00572,2024-12-14 10:03:01,2024-12-14 11:11:01,alarma,Rio de Janeiro,Brasil,alto,48.0,cerrado,sensor,particular
INC-00573,2024-12-15 20:51:18,2024-12-15 21:49:18,alarma,Medellín,Colombia,crítico,20.0,cerrado,cámara,empresa
INC-00574,2024-12-16 05:30:20,2024-12-16 07:24:20,alarma,Barcelona,España,bajo,87.0,cerrado,alarma,particular
INC-00575,2024-12-16 09:01:47,,robo,Buenos Aires,Argentina,bajo,,abierto,cámara,empresa
INC-00576,2024-12-16 12:25:29,2024-12-16 13:36:29,alarma,Antofagasta,Chile,medio,31.0,cerrado,sensor,particular
INC-00577,2024-12-17 09:38:10,,robo,Madrid,España,medio,19.0,en proceso,alarma,empresa
INC-00578,2024-12-17 20:54:16,2024-12-17 21:34:16,robo,Santiago,Chile,alto,38.0,cerrado,sensor,particular
INC-00579,2024-12-18 14:34:10,,robo,Santiago,Chile,alto,,abierto,cámara,particular
INC-00580,2024-12-18 20:54:32,,alarma,Buenos Aires,Argentina,medio,32.0,en proceso,alarma,empresa
INC-00581,2024-12-20 13:14:53,2024-12-20 14:23:53,alarma,Brasília,Brasil,alto,32.0,cerrado,sensor,empresa
INC-00582,2024-12-21 13:01:10,2024-12-21 13:25:10,alarma,Madrid,España,crítico,12.0,cerrado,alarma,empresa
INC-00583,2024-12-21 21:23:04,2024-12-22 00:59:04,robo,Mendoza,Argentina,bajo,162.0,cerrado,cámara,particular
INC-00584,2024-12-22 08:14:38,2024-12-22 10:15:38,alarma,São Paulo,Brasil,bajo,87.0,cerrado,sistema,particular
INC-00585,2024-12-22 14:17:55,2024-12-22 15:45:55,fallo técnico,Ciudad de México,México,medio,70.0,cerrado,sistema,empresa
INC-00586,2024-12-22 14:46:44,,intrusión,Buenos Aires,Argentina,bajo,45.0,en proceso,cámara,empresa
INC-00587,2024-12-22 16:49:46,2024-12-22 17:40:46,fallo técnico,São Paulo,Brasil,alto,31.0,cerrado,sistema,particular
INC-00588,2024-12-24 02:49:41,,fallo técnico,Valencia,España,medio,,abierto,sistema,empresa
INC-00589,2024-12-25 04:36:42,,alarma,Madrid,España,bajo,,abierto,sistema,empresa
INC-00590,2024-12-25 04:54:47,2024-12-25 05:26:47,alarma,Santiago,Chile,crítico,17.0,cerrado,alarma,empresa
INC-00591,2024-12-26 06:39:16,,sabotaje,Rio de Janeiro,Brasil,bajo,,abierto,sistema,empresa
INC-00592,2024-12-27 09:31:38,2024-12-27 10:25:38,alarma,Cali,Colombia,medio,51.0,cerrado,sensor,empresa
INC-00593,2024-12-28 04:17:53,2024-12-28 05:10:53,alarma,Valencia,España,crítico,13.0,cerrado,alarma,particular
INC-00594,2024-12-28 12:05:23,2024-12-28 13:00:23,alarma,Valparaíso,Chile,alto,5.0,cerrado,alarma,empresa
INC-00595,2024-12-28 14:55:46,2024-12-28 15:27:46,intrusión,Rosario,Argentina,crítico,15.0,cerrado,alarma,particular
INC-00596,2024-12-28 18:17:11,2024-12-28 20:38:11,robo,Córdoba,Argentina,medio,86.0,cerrado,cámara,empresa
INC-00597,2024-12-28 23:02:27,,robo,Guadalajara,México,bajo,26.0,en proceso,alarma,empresa
INC-00598,2024-12-29 02:49:32,2024-12-29 03:27:32,sabotaje,Brasília,Brasil,bajo,6.0,cerrado,sensor,empresa
INC-00599,2024-12-29 19:02:36,2024-12-29 21:47:36,robo,Zaragoza,España,bajo,128.0,cerrado,alarma,empresa
INC-00600,2024-12-30 03:07:58,2024-12-30 04:15:58,fallo técnico,Monterrey,México,crítico,12.0,cerrado,alarma,empresa
INC-00601,2024-12-30 09:33:40,2024-12-30 11:32:40,robo,Santiago,Chile,medio,88.0,cerrado,cámara,empresa
INC-00602,2024-12-31 20:15:06,2024-12-31 21:01:06,alarma,Santiago,Chile,alto,33.0,cerrado,sensor,empresa
INC-00603,2025-01-02 09:55:01,,robo,Guadalajara,México,medio,51.0,en proceso,cámara,empresa
INC-00604,2025-01-02 15:08:32,2025-01-02 16:03:32,sabotaje,Rio de Janeiro,Brasil,crítico,5.0,cerrado,sistema,empresa
INC-00605,2025-01-03 18:10:23,,alarma,Valencia,España,bajo,33.0,en proceso,alarma,empresa
INC-00606,2025-01-04 14:56:02,2025-01-04 16:17:02,alarma,Fortaleza,Brasil,alto,39.0,cerrado,alarma,empresa
INC-00607,2025-01-04 16:34:32,2025-01-04 17:49:32,robo,Rio de Janeiro,Brasil,medio,36.0,cerrado,cámara,empresa
INC-00608,2025-01-04 17:59:51,2025-01-04 19:09:51,intrusión,Madrid,España,medio,66.0,cerrado,cámara,empresa
INC-00609,2025-01-05 03:12:50,2025-01-05 03:39:50,fallo técnico,Mendoza,Argentina,crítico,17.0,cerrado,alarma,particular
INC-00610,2025-01-05 03:28:32,2025-01-05 04:54:32,alarma,Santiago,Chile,medio,54.0,cerrado,alarma,empresa
INC-00611,2025-01-05 22:04:02,2025-01-05 23:49:02,otros,Rio de Janeiro,Brasil,bajo,81.0,cerrado,cámara,empresa
INC-00612,2025-01-06 21:23:34,,alarma,Ciudad de México,México,medio,35.0,en proceso,sensor,empresa
INC-00613,2025-01-06 22:24:46,2025-01-07 00:08:46,intrusión,Madrid,España,medio,63.0,cerrado,cámara,empresa
INC-00614,2025-01-11 15:28:56,,fallo técnico,São Paulo,Brasil,medio,35.0,en proceso,alarma,empresa
INC-00615,2025-01-11 21:31:43,2025-01-11 22:20:43,intrusión,Cartagena,Colombia,alto,26.0,cerrado,alarma,empresa
INC-00616,2025-01-12 13:40:27,2025-01-12 15:58:27,alarma,Ciudad de México,México,medio,107.0,cerrado,sensor,empresa
INC-00617,2025-01-12 15:20:37,,sabotaje,Rio de Janeiro,Brasil,bajo,40.0,en proceso,sistema,empresa
INC-00618,2025-01-12 21:16:37,,robo,Bogotá,Colombia,medio,,abierto,alarma,particular
INC-00619,2025-01-13 17:45:02,2025-01-13 18:34:02,fallo técnico,Barcelona,España,alto,38.0,cerrado,sistema,empresa
INC-00620,2025-01-15 07:30:01,2025-01-15 08:14:01,robo,Buenos Aires,Argentina,crítico,24.0,cerrado,alarma,empresa
INC-00621,2025-01-16 11:22:19,2025-01-16 13:10:19,robo,Ciudad de México,México,bajo,63.0,cerrado,sensor,empresa
INC-00622,2025-01-17 00:22:50,2025-01-17 02:30:50,otros,Madrid,España,bajo,105.0,cerrado,cámara,empresa
INC-00623,2025-01-17 20:42:59,2025-01-17 21:47:59,robo,Barcelona,España,alto,32.0,cerrado,sensor,empresa
INC-00624,2025-01-17 23:54:05,2025-01-18 01:22:05,intrusión,Bilbao,España,alto,44.0,cerrado,alarma,empresa
INC-00625,2025-01-18 07:33:26,2025-01-18 08:45:26,otros,Madrid,España,alto,42.0,cerrado,sistema,empresa
INC-00626,2025-01-18 10:59:06,2025-01-18 13:05:06,robo,Buenos Aires,Argentina,medio,81.0,cerrado,alarma,particular
INC-00627,2025-01-18 15:01:50,2025-01-18 16:23:50,otros,Rosario,Argentina,medio,51.0,cerrado,sensor,particular
INC-00628,2025-01-18 16:28:31,2025-01-18 17:41:31,intrusión,Córdoba,Argentina,medio,43.0,cerrado,cámara,empresa
INC-00629,2025-01-18 19:38:18,2025-01-18 21:33:18,alarma,Buenos Aires,Argentina,medio,98.0,cerrado,sensor,empresa
INC-00630,2025-01-19 05:36:38,,alarma,Ciudad de México,México,medio,,abierto,alarma,particular
INC-00631,2025-01-19 20:50:56,2025-01-19 22:58:56,robo,Tucumán,Argentina,medio,91.0,cerrado,sistema,particular
INC-00632,2025-01-19 22:12:04,2025-01-19 23:49:04,sabotaje,Buenos Aires,Argentina,medio,72.0,cerrado,alarma,empresa
INC-00633,2025-01-21 19:30:37,2025-01-21 21:19:37,sabotaje,Buenos Aires,Argentina,medio,69.0,cerrado,sistema,empresa
INC-00634,2025-01-22 02:27:40,2025-01-22 06:05:40,robo,Medellín,Colombia,bajo,160.0,cerrado,alarma,empresa
INC-00635,2025-01-23 13:16:53,2025-01-23 14:46:53,robo,Madrid,España,alto,40.0,cerrado,cámara,empresa
INC-00636,2025-01-24 05:58:21,2025-01-24 08:18:21,alarma,Medellín,Colombia,bajo,103.0,cerrado,alarma,particular
INC-00637,2025-01-24 20:53:23,2025-01-24 22:07:23,otros,Madrid,España,alto,33.0,cerrado,sensor,empresa
INC-00638,2025-01-24 21:15:02,,fallo técnico,Buenos Aires,Argentina,alto,,abierto,sistema,particular
INC-00639,2025-01-25 08:11:15,2025-01-25 09:31:15,alarma,Rio de Janeiro,Brasil,medio,78.0,cerrado,alarma,empresa
INC-00640,2025-01-25 14:02:16,2025-01-25 16:12:16,otros,Rio de Janeiro,Brasil,bajo,117.0,cerrado,sensor,empresa
INC-00641,2025-01-25 14:40:09,,alarma,Barcelona,España,crítico,6.0,en proceso,alarma,empresa
INC-00642,2025-01-25 21:20:35,,alarma,Madrid,España,bajo,25.0,en proceso,sistema,particular
INC-00643,2025-01-25 21:50:52,2025-01-26 00:22:52,alarma,Salvador,Brasil,bajo,97.0,cerrado,sistema,empresa
INC-00644,2025-01-25 23:09:30,2025-01-25 23:59:30,alarma,Córdoba,Argentina,alto,35.0,cerrado,cámara,empresa
INC-00645,2025-01-25 23:58:48,2025-01-26 00:42:48,alarma,Buenos Aires,Argentina,crítico,19.0,cerrado,alarma,empresa
INC-00646,2025-01-26 07:31:58,2025-01-26 08:18:58,fallo técnico,Fortaleza,Brasil,medio,34.0,cerrado,sistema,empresa
INC-00647,2025-01-26 12:24:05,2025-01-26 13:30:05,alarma,Buenos Aires,Argentina,alto,47.0,cerrado,alarma,empresa
INC-00648,2025-01-26 13:10:52,,robo,Barcelona,España,bajo,,abierto,alarma,empresa
INC-00649,2025-01-26 16:02:20,,alarma,Medellín,Colombia,alto,27.0,en proceso,alarma,particular
INC-00650,2025-01-27 03:06:20,2025-01-27 04:47:20,alarma,Barcelona,España,medio,77.0,cerrado,cámara,particular
INC-00651,2025-01-29 13:24:49,2025-01-29 14:33:49,otros,Madrid,España,crítico,33.0,cerrado,cámara,empresa
INC-00652,2025-01-29 17:57:39,,alarma,Ciudad de México,México,bajo,45.0,en proceso,alarma,empresa
INC-00653,2025-02-01 00:20:38,2025-02-01 02:23:38,alarma,Buenos Aires,Argentina,medio,70.0,cerrado,alarma,empresa
INC-00654,2025-02-01 05:11:15,,robo,Brasília,Brasil,medio,,abierto,alarma,empresa
INC-00655,2025-02-01 12:59:58,,fallo técnico,Ciudad de México,México,alto,,abierto,sistema,empresa
INC-00656,2025-02-01 16:39:44,2025-02-01 18:00:44,otros,Madrid,España,medio,58.0,cerrado,alarma,empresa
INC-00657,2025-02-01 18:38:27,2025-02-01 20:04:27,alarma,Madrid,España,medio,70.0,cerrado,cámara,empresa
INC-00658,2025-02-02 03:36:43,,otros,Ciudad de México,México,bajo,61.0,en proceso,cámara,empresa
INC-00659,2025-02-02 03:55:50,2025-02-02 04:33:50,intrusión,Concepción,Chile,medio,30.0,cerrado,cámara,empresa
INC-00660,2025-02-03 04:26:57,2025-02-03 05:38:57,fallo técnico,Ciudad de México,México,alto,24.0,cerrado,sistema,particular
